City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Dropoff Time,Dropoff Lat,Dropoff Lng,Distance (miles),Fare Amount,Fare Currency
458,UberX,COMPLETED,2019-07-18 12:08:32 +0000 UTC,2019-07-18 12:11:42 +0000 UTC,-23.58969,-46.63422,2019-07-18 12:33:46 +0000 UTC,-23.61126,-46.57101,5.66,19.42,BRL
458,UberX,COMPLETED,2019-07-17 12:10:54 +0000 UTC,2019-07-17 12:15:55 +0000 UTC,-23.5896746,-46.6340267,2019-07-17 12:41:19 +0000 UTC,-23.6111714,-46.571065,5.8,19.64,BRL
458,UberX,COMPLETED,2019-07-15 12:23:00 +0000 UTC,2019-07-15 12:30:51 +0000 UTC,-23.5891936,-46.6342276,2019-07-15 12:52:28 +0000 UTC,-23.6111541,-46.5710089,5.54,19.04,BRL
458,UberX,COMPLETED,2019-07-15 00:53:44 +0000 UTC,2019-07-15 00:56:50 +0000 UTC,-23.5593153,-46.6664891,2019-07-15 01:13:22 +0000 UTC,-23.5897361,-46.6342802,4.76,18,BRL
458,UberX,COMPLETED,2019-07-13 20:01:32 +0000 UTC,2019-07-13 20:03:17 +0000 UTC,-23.5578867,-46.6779891,2019-07-13 20:08:48 +0000 UTC,-23.5593949,-46.6665817,1.28,7.72,BRL
458,UberX,COMPLETED,2019-07-13 17:10:48 +0000 UTC,2019-07-13 17:13:10 +0000 UTC,-23.5594863,-46.6664008,2019-07-13 17:21:29 +0000 UTC,-23.5578081,-46.6817216,1.54,7.71,BRL
458,UberX,COMPLETED,2019-07-11 12:13:43 +0000 UTC,2019-07-11 12:17:20 +0000 UTC,-23.5897003,-46.6340849,2019-07-11 12:44:02 +0000 UTC,-23.6113211,-46.5707727,5.73,19.58,BRL
458,UberX,COMPLETED,2019-07-10 11:58:07 +0000 UTC,2019-07-10 12:03:06 +0000 UTC,-23.5897062,-46.6340095,2019-07-10 12:29:36 +0000 UTC,-23.6112737,-46.570818,5.81,19.34,BRL
458,UberX,COMPLETED,2019-07-10 00:19:23 +0000 UTC,2019-07-10 00:23:10 +0000 UTC,-23.5593685,-46.6665249,2019-07-10 00:43:28 +0000 UTC,-23.5896776,-46.6339224,8.1,15.74,BRL
458,UberX,COMPLETED,2019-07-04 16:43:07 +0000 UTC,2019-07-04 16:46:17 +0000 UTC,-23.613205,-46.5728223,2019-07-04 16:49:55 +0000 UTC,-23.6114832,-46.570899,0.29,6.94,BRL
458,UberX,COMPLETED,2019-07-03 11:35:33 +0000 UTC,2019-07-03 11:38:28 +0000 UTC,-23.58968,-46.63409,2019-07-03 12:04:08 +0000 UTC,-23.61135,-46.57091,5.53,19.64,BRL
458,UberX,COMPLETED,2019-07-02 12:05:14 +0000 UTC,2019-07-02 12:08:37 +0000 UTC,-23.5897049,-46.6340091,2019-07-02 12:33:55 +0000 UTC,-23.6113042,-46.5708159,5.73,19.83,BRL
458,UberX,COMPLETED,2019-07-01 12:04:04 +0000 UTC,2019-07-01 12:09:25 +0000 UTC,-23.5897161,-46.63403,2019-07-01 12:32:53 +0000 UTC,-23.6113413,-46.5707881,5.63,19.49,BRL
458,UberX,CANCELED,2019-07-01 12:01:53 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.5906617,-46.6318517,1970-01-01 00:00:00 +0000 UTC,-23.5906881,-46.6347426,0,0,BRL
458,UberX,COMPLETED,2019-06-18 12:29:02 +0000 UTC,2019-06-18 12:31:51 +0000 UTC,-23.5898833,-46.633995,2019-06-18 12:52:22 +0000 UTC,-23.6113665,-46.5709412,5.57,19.78,BRL
458,UberX,COMPLETED,2019-06-17 12:09:01 +0000 UTC,2019-06-17 12:12:50 +0000 UTC,-23.58966,-46.634,2019-06-17 12:37:07 +0000 UTC,-23.6114896,-46.5708406,5.42,19.49,BRL
458,UberX,COMPLETED,2019-06-14 10:49:09 +0000 UTC,2019-06-14 10:51:10 +0000 UTC,-23.5690118,-46.6610446,2019-06-14 10:59:50 +0000 UTC,-23.5594191,-46.6663381,1.4,7.1,BRL
458,UberX,COMPLETED,2019-06-14 10:19:23 +0000 UTC,2019-06-14 10:22:26 +0000 UTC,-23.5594269,-46.6662434,2019-06-14 10:31:04 +0000 UTC,-23.5688799,-46.6610875,1.31,7.29,BRL
458,UberX,COMPLETED,2019-06-11 10:58:41 +0000 UTC,2019-06-11 11:01:13 +0000 UTC,-23.6239138,-46.5657019,2019-06-11 11:13:39 +0000 UTC,-23.611196,-46.571191,1.23,8.52,BRL
458,UberX,COMPLETED,2019-06-11 09:28:32 +0000 UTC,2019-06-11 09:33:21 +0000 UTC,-23.5896797,-46.6342871,2019-06-11 09:59:11 +0000 UTC,-23.6235222,-46.5656995,6.19,25.1,BRL
458,UberX,COMPLETED,2019-06-10 12:27:16 +0000 UTC,2019-06-10 12:30:23 +0000 UTC,-23.58974,-46.63425,2019-06-10 12:56:04 +0000 UTC,-23.61148,-46.57081,5.67,18.9,BRL
458,UberX,COMPLETED,2019-06-10 00:12:44 +0000 UTC,2019-06-10 00:17:26 +0000 UTC,-23.5590107,-46.6666068,2019-06-10 00:39:41 +0000 UTC,-23.5897059,-46.6340259,4.97,16.68,BRL
458,UberX,COMPLETED,2019-06-09 16:38:44 +0000 UTC,2019-06-09 16:45:33 +0000 UTC,-23.5593224,-46.6664261,2019-06-09 17:00:03 +0000 UTC,-23.5765285,-46.657221,2.08,10.87,BRL
458,UberX,COMPLETED,2019-06-06 12:16:58 +0000 UTC,2019-06-06 12:20:15 +0000 UTC,-23.589741,-46.6340402,2019-06-06 12:46:15 +0000 UTC,-23.6113663,-46.57086,5.77,20.22,BRL
458,UberX,COMPLETED,2019-06-05 18:08:55 +0000 UTC,2019-06-05 18:09:25 +0000 UTC,-23.6114045,-46.5707811,2019-06-05 18:18:08 +0000 UTC,-23.6234363,-46.5657323,1.12,6.94,BRL
458,UberX,COMPLETED,2019-06-04 12:11:57 +0000 UTC,2019-06-04 12:16:22 +0000 UTC,-23.589742,-46.6340759,2019-06-04 12:38:40 +0000 UTC,-23.6114641,-46.570791,5.49,19.22,BRL
458,UberX,COMPLETED,2019-06-01 22:27:44 +0000 UTC,2019-06-01 22:30:07 +0000 UTC,-23.5594375,-46.6665555,2019-06-01 22:42:01 +0000 UTC,-23.5813131,-46.6805361,2.49,16.48,BRL
458,UberX,COMPLETED,2019-05-30 00:58:42 +0000 UTC,2019-05-30 01:01:40 +0000 UTC,-23.55574,-46.65554,2019-05-30 01:08:32 +0000 UTC,-23.55931,-46.66663,1.24,7.02,BRL
458,UberX,COMPLETED,2019-05-26 00:40:23 +0000 UTC,2019-05-26 00:43:07 +0000 UTC,-23.55944,-46.66647,2019-05-26 00:56:00 +0000 UTC,-23.56342,-46.65128,1.59,7.28,BRL
458,UberX,COMPLETED,2019-05-25 23:45:30 +0000 UTC,2019-05-25 23:48:47 +0000 UTC,-23.5897183,-46.6341183,2019-05-26 00:07:06 +0000 UTC,-23.5593653,-46.6664751,4.26,13.75,BRL
458,UberX,COMPLETED,2019-05-15 12:29:54 +0000 UTC,2019-05-15 12:33:45 +0000 UTC,-23.589691,-46.6339723,2019-05-15 12:58:38 +0000 UTC,-23.6114347,-46.5707262,5.58,19.45,BRL
458,UberX,COMPLETED,2019-05-13 20:20:45 +0000 UTC,2019-05-13 20:25:07 +0000 UTC,-23.6114492,-46.5706985,2019-05-13 20:34:25 +0000 UTC,-23.6235879,-46.5657363,1.1,6.59,BRL
458,UberX,COMPLETED,2019-05-10 15:04:57 +0000 UTC,2019-05-10 15:08:08 +0000 UTC,-23.611414,-46.5708755,2019-05-10 15:16:10 +0000 UTC,-23.6190552,-46.5656031,0.78,7.07,BRL
458,UberX,COMPLETED,2019-05-10 11:52:39 +0000 UTC,2019-05-10 11:57:14 +0000 UTC,-23.5897467,-46.6340333,2019-05-10 12:23:10 +0000 UTC,-23.611284,-46.5710134,5.58,21.43,BRL
458,UberX,COMPLETED,2019-05-09 12:22:56 +0000 UTC,2019-05-09 12:25:33 +0000 UTC,-23.5897113,-46.6340817,2019-05-09 12:51:07 +0000 UTC,-23.6114657,-46.5707776,5.64,20.05,BRL
458,UberX,COMPLETED,2019-05-08 12:12:36 +0000 UTC,2019-05-08 12:17:03 +0000 UTC,-23.5896233,-46.634093,2019-05-08 12:41:38 +0000 UTC,-23.6113924,-46.570781,5.61,19.87,BRL
458,UberX,COMPLETED,2019-05-06 12:26:02 +0000 UTC,2019-05-06 12:27:19 +0000 UTC,-23.5897485,-46.6343488,2019-05-06 12:54:58 +0000 UTC,-23.6113489,-46.5708553,5.64,20.73,BRL
458,UberX,COMPLETED,2019-05-05 22:06:54 +0000 UTC,2019-05-05 22:09:08 +0000 UTC,-23.5594388,-46.6665321,2019-05-05 22:34:00 +0000 UTC,-23.589699,-46.6338321,4.47,25.19,BRL
458,UberX,DRIVER_CANCELED,2019-05-05 22:04:53 +0000 UTC,2019-05-05 22:05:52 +0000 UTC,-23.56005,-46.66576,1970-01-01 00:00:00 +0000 UTC,-23.55945,-46.66647,0,0,BRL
458,UberX,COMPLETED,2019-05-05 01:53:46 +0000 UTC,2019-05-05 01:56:41 +0000 UTC,-23.5593884,-46.6664782,2019-05-05 02:18:30 +0000 UTC,-23.5897046,-46.6342625,4.48,13.64,BRL
458,UberX,COMPLETED,2019-05-04 20:53:27 +0000 UTC,2019-05-04 20:58:13 +0000 UTC,-23.4995799,-46.6442812,2019-05-04 21:21:40 +0000 UTC,-23.5593208,-46.6665461,5.57,16.44,BRL
458,UberX,COMPLETED,2019-05-04 17:10:45 +0000 UTC,2019-05-04 17:17:35 +0000 UTC,-23.5897167,-46.6342393,2019-05-04 17:52:24 +0000 UTC,-23.499651,-46.6443482,7.86,21.57,BRL
458,UberX,COMPLETED,2019-05-04 11:41:16 +0000 UTC,2019-05-04 11:42:29 +0000 UTC,-23.5593452,-46.6665243,2019-05-04 12:00:26 +0000 UTC,-23.5897766,-46.6350174,3.49,14.12,BRL
458,UberX,COMPLETED,2019-05-01 20:01:26 +0000 UTC,2019-05-01 20:07:30 +0000 UTC,-23.5897309,-46.6342817,2019-05-01 20:19:29 +0000 UTC,-23.5718541,-46.6435307,1.48,7.03,BRL
458,UberX,COMPLETED,2019-04-30 01:38:40 +0000 UTC,2019-04-30 01:44:53 +0000 UTC,-23.559488,-46.6663148,2019-04-30 02:02:05 +0000 UTC,-23.5897042,-46.6340583,4.22,13.43,BRL
458,UberX,COMPLETED,2019-04-27 23:30:22 +0000 UTC,2019-04-27 23:37:07 +0000 UTC,-23.5897204,-46.634141,2019-04-27 23:58:14 +0000 UTC,-23.5592778,-46.6664928,4.31,15.39,BRL
458,UberX,COMPLETED,2019-04-27 14:54:16 +0000 UTC,2019-04-27 14:57:26 +0000 UTC,-23.559341,-46.6666081,2019-04-27 15:22:21 +0000 UTC,-23.5897152,-46.6339973,4.73,20.39,BRL
458,UberX,COMPLETED,2019-04-26 23:59:37 +0000 UTC,2019-04-27 00:03:12 +0000 UTC,-23.55936,-46.6666,2019-04-27 00:08:33 +0000 UTC,-23.56548,-46.66629,0.64,7.69,BRL
458,UberX,COMPLETED,2019-04-22 00:58:59 +0000 UTC,2019-04-22 01:03:00 +0000 UTC,-23.5593064,-46.6665286,2019-04-22 01:22:29 +0000 UTC,-23.5897333,-46.6340835,4.7,20.13,BRL
458,UberX,COMPLETED,2019-04-18 15:35:41 +0000 UTC,2019-04-18 15:37:50 +0000 UTC,-23.6114461,-46.5707443,2019-04-18 15:53:19 +0000 UTC,-23.6267726,-46.5798585,1.91,10,BRL
458,UberX,COMPLETED,2019-04-18 12:25:32 +0000 UTC,2019-04-18 12:29:21 +0000 UTC,-23.5897123,-46.6342531,2019-04-18 12:51:16 +0000 UTC,-23.6114035,-46.5707249,5.31,20.33,BRL
458,Black,COMPLETED,2019-04-14 21:23:39 +0000 UTC,2019-04-14 21:31:07 +0000 UTC,-23.5592484,-46.6665,2019-04-14 22:01:25 +0000 UTC,-23.5897353,-46.6342724,4.84,27.11,BRL
458,UberX,COMPLETED,2019-03-30 22:29:15 +0000 UTC,2019-03-30 22:33:22 +0000 UTC,-23.5595459,-46.6662681,2019-03-30 22:45:22 +0000 UTC,-23.5691332,-46.6602163,1.78,7.57,BRL
458,UberX,COMPLETED,2019-03-30 01:19:10 +0000 UTC,2019-03-30 01:28:02 +0000 UTC,-23.5640903,-46.652892,2019-03-30 01:40:49 +0000 UTC,-23.5593737,-46.6663778,1.45,6.6,BRL
458,UberX,COMPLETED,2019-03-28 03:24:02 +0000 UTC,2019-03-28 03:26:26 +0000 UTC,-23.6113725,-46.5708344,2019-03-28 03:45:48 +0000 UTC,-23.5897415,-46.6342876,5.34,13.54,BRL
458,UberX,COMPLETED,2019-03-26 02:35:16 +0000 UTC,2019-03-26 02:38:14 +0000 UTC,-23.6113673,-46.5708006,2019-03-26 02:55:36 +0000 UTC,-23.589711,-46.6341624,5.31,13.63,BRL
458,UberEATS Marketplace,COMPLETED,2019-03-24 16:18:32 +0000 UTC,2019-03-24 16:18:36 +0000 UTC,-23.5898427,-46.6342861,2019-03-24 16:37:34 +0000 UTC,-23.5898427,-46.6342861,0.58,36.9,BRL
458,UberX,COMPLETED,2019-03-24 02:39:48 +0000 UTC,2019-03-24 02:41:59 +0000 UTC,-23.5452961,-46.6519447,2019-03-24 02:57:41 +0000 UTC,-23.5899127,-46.6347363,5.44,15.14,BRL
458,UberX,COMPLETED,2019-03-23 21:55:22 +0000 UTC,2019-03-23 22:05:03 +0000 UTC,-23.58969,-46.63426,2019-03-23 22:21:34 +0000 UTC,-23.5552,-46.65715,3.08,12.49,BRL
458,UberX,COMPLETED,2019-03-23 01:01:46 +0000 UTC,2019-03-23 01:04:42 +0000 UTC,-23.5593629,-46.6666459,2019-03-23 01:21:17 +0000 UTC,-23.5610824,-46.6920423,2.35,10.12,BRL
458,UberX,COMPLETED,2019-03-21 10:37:10 +0000 UTC,2019-03-21 10:42:44 +0000 UTC,-23.5897283,-46.6342752,2019-03-21 11:24:43 +0000 UTC,-23.5706603,-46.693383,5.15,18.96,BRL
458,UberX,COMPLETED,2019-03-17 21:25:10 +0000 UTC,2019-03-17 21:30:58 +0000 UTC,-23.5594013,-46.6664608,2019-03-17 21:56:20 +0000 UTC,-23.5897971,-46.634184,4.45,18.69,BRL
458,UberEATS Marketplace,COMPLETED,2019-03-06 22:35:30 +0000 UTC,2019-03-06 22:35:33 +0000 UTC,-23.5898427,-46.6342861,2019-03-06 23:19:09 +0000 UTC,-23.5898427,-46.6342861,4.51,95.4,BRL
458,UberX,COMPLETED,2019-02-28 12:13:54 +0000 UTC,2019-02-28 12:16:20 +0000 UTC,-23.5717472,-46.6898028,2019-02-28 13:09:22 +0000 UTC,-23.6113438,-46.570978,12.17,37.04,BRL
458,UberX,COMPLETED,2019-02-24 01:22:43 +0000 UTC,2019-02-24 01:23:46 +0000 UTC,-23.5593992,-46.6665127,2019-02-24 01:46:38 +0000 UTC,-23.5896775,-46.6342089,4.28,21.26,BRL
458,UberX,COMPLETED,2019-02-16 02:56:05 +0000 UTC,2019-02-16 02:59:37 +0000 UTC,-23.5885035,-46.6788664,2019-02-16 03:14:47 +0000 UTC,-23.5592277,-46.6631332,3.1,12.51,BRL
458,UberX,COMPLETED,2019-02-15 23:08:51 +0000 UTC,2019-02-15 23:13:05 +0000 UTC,-23.55935,-46.66324,2019-02-15 23:39:54 +0000 UTC,-23.58854,-46.67881,3.25,26.52,BRL
458,UberX,COMPLETED,2019-02-12 08:55:24 +0000 UTC,2019-02-12 09:06:56 +0000 UTC,-23.5897115,-46.6340388,2019-02-12 09:25:30 +0000 UTC,-23.5691248,-46.6612174,3.42,20.18,BRL
458,UberX,COMPLETED,2019-02-10 21:04:57 +0000 UTC,2019-02-10 21:08:45 +0000 UTC,-23.55938,-46.66327,2019-02-10 21:30:48 +0000 UTC,-23.58967,-46.634,3.98,15.71,BRL
458,UberX,COMPLETED,2019-02-09 16:22:11 +0000 UTC,2019-02-09 16:25:43 +0000 UTC,-23.5896864,-46.6343055,2019-02-09 16:50:39 +0000 UTC,-23.5593764,-46.6631889,3.46,13.59,BRL
458,UberX,COMPLETED,2019-02-08 23:27:11 +0000 UTC,2019-02-08 23:32:04 +0000 UTC,-23.5592649,-46.6631047,2019-02-08 23:50:17 +0000 UTC,-23.5462117,-46.6486085,1.82,10.37,BRL
458,UberX,COMPLETED,2019-02-06 00:48:30 +0000 UTC,2019-02-06 00:55:58 +0000 UTC,-23.5036571,-46.6371254,2019-02-06 01:21:05 +0000 UTC,-23.5896768,-46.6341683,9.16,25.66,BRL
458,UberX,COMPLETED,2019-02-05 09:57:28 +0000 UTC,2019-02-05 10:00:57 +0000 UTC,-23.5896949,-46.6341535,2019-02-05 10:26:59 +0000 UTC,-23.6090984,-46.6666032,3.27,15.78,BRL
458,UberX,COMPLETED,2019-02-01 10:40:32 +0000 UTC,2019-02-01 10:44:14 +0000 UTC,-23.589695,-46.63406,2019-02-01 11:10:18 +0000 UTC,-23.6114817,-46.5706559,5.48,28.64,BRL
458,UberX,COMPLETED,2019-01-25 15:43:17 +0000 UTC,2019-01-25 15:43:59 +0000 UTC,-23.6267293,-46.5798443,2019-01-25 15:55:51 +0000 UTC,-23.6114035,-46.5708554,1.82,7.98,BRL
458,UberX,COMPLETED,2019-01-25 11:51:38 +0000 UTC,2019-01-25 11:57:25 +0000 UTC,-23.58968,-46.6341,2019-01-25 12:24:13 +0000 UTC,-23.61151,-46.57074,5.74,19.75,BRL
458,UberX,COMPLETED,2019-01-15 00:15:32 +0000 UTC,2019-01-15 00:16:49 +0000 UTC,-23.5719151,-46.6590821,2019-01-15 00:24:18 +0000 UTC,-23.5592587,-46.66303,1.27,9.38,BRL
458,UberX,COMPLETED,2019-01-10 01:30:10 +0000 UTC,2019-01-10 01:33:21 +0000 UTC,-23.5594273,-46.6631817,2019-01-10 01:51:25 +0000 UTC,-23.5897222,-46.6341299,3.92,17.99,BRL
458,Juntos,CANCELED,2019-01-09 09:38:05 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,1970-01-01 00:00:00 +0000 UTC,,,0,0,BRL
458,UberX,COMPLETED,2019-01-09 09:01:57 +0000 UTC,2019-01-09 09:05:01 +0000 UTC,-23.5593656,-46.6632726,2019-01-09 09:11:14 +0000 UTC,-23.5690166,-46.661077,0.97,7.87,BRL
458,UberX,COMPLETED,2018-12-06 01:05:03 +0000 UTC,2018-12-06 01:23:57 +0000 UTC,-23.6249732,-46.7006422,2018-12-06 01:45:19 +0000 UTC,-23.5593704,-46.6632237,7.13,23.1,BRL
458,UberX,COMPLETED,2018-12-03 20:36:23 +0000 UTC,2018-12-03 20:44:51 +0000 UTC,-23.5036523,-46.6372415,2018-12-03 20:56:10 +0000 UTC,-23.5368778,-46.6634445,3.36,13.8,BRL
458,UberX,COMPLETED,2018-11-30 09:00:23 +0000 UTC,2018-11-30 09:09:19 +0000 UTC,-23.5035991,-46.6371439,2018-11-30 09:51:26 +0000 UTC,-23.6114086,-46.5707626,11.63,38.51,BRL
458,UberX,COMPLETED,2018-11-29 23:53:12 +0000 UTC,2018-11-29 23:57:27 +0000 UTC,-23.5593768,-46.6633257,2018-11-30 00:28:18 +0000 UTC,-23.5036558,-46.6370967,5.91,11.6,BRL
458,UberX,COMPLETED,2018-11-24 20:07:02 +0000 UTC,2018-11-24 20:09:15 +0000 UTC,-23.5116574,-46.62522,2018-11-24 20:14:48 +0000 UTC,-23.5139202,-46.6191831,0.97,7.6,BRL
458,UberX,COMPLETED,2018-11-24 16:32:29 +0000 UTC,2018-11-24 16:38:26 +0000 UTC,-23.5034515,-46.6373751,2018-11-24 16:50:57 +0000 UTC,-23.5144517,-46.6163633,2.46,11.34,BRL
458,UberX,COMPLETED,2018-11-24 11:42:41 +0000 UTC,2018-11-24 11:44:57 +0000 UTC,-23.5593883,-46.66308,2018-11-24 11:51:08 +0000 UTC,-23.5690601,-46.6611127,0.93,7.63,BRL
458,UberX,COMPLETED,2018-11-23 00:53:12 +0000 UTC,2018-11-23 00:57:32 +0000 UTC,-23.5593642,-46.6631295,2018-11-23 01:19:29 +0000 UTC,-23.5036539,-46.6371543,6.05,20.53,BRL
458,UberEATS Marketplace,COMPLETED,2018-11-10 00:27:13 +0000 UTC,2018-11-10 00:27:17 +0000 UTC,-23.5595012,-46.6631188,2018-11-10 01:26:32 +0000 UTC,-23.5595012,-46.6631188,3,43.1,BRL
458,UberX,COMPLETED,2018-09-10 10:27:08 +0000 UTC,2018-09-10 10:32:43 +0000 UTC,-23.5598233,-46.6633933,2018-09-10 10:37:18 +0000 UTC,-23.5617133,-46.658159,0.51,7.85,BRL
458,UberX,COMPLETED,2018-09-06 23:06:56 +0000 UTC,2018-09-06 23:17:30 +0000 UTC,-23.6114841,-46.5707598,2018-09-07 00:15:12 +0000 UTC,-23.55575,-46.6552617,9.9,44.68,BRL
458,UberEATS Marketplace,COMPLETED,2018-09-05 23:29:22 +0000 UTC,2018-09-05 23:29:29 +0000 UTC,-23.5595012,-46.6631188,2018-09-06 00:08:02 +0000 UTC,-23.5595012,-46.6631188,1.81,62.9,BRL
458,UberX,CANCELED,2018-08-30 20:31:24 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.5943467,-46.6804217,1970-01-01 00:00:00 +0000 UTC,-23.5958767,-46.6799333,0,0,BRL
458,UberX,CANCELED,2018-08-30 20:29:41 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.5909909,-46.682831,1970-01-01 00:00:00 +0000 UTC,-23.5909317,-46.68235,0,0,BRL
458,UberX,COMPLETED,2018-08-26 02:15:10 +0000 UTC,2018-08-26 02:19:47 +0000 UTC,-23.5564945,-46.6579644,2018-08-26 02:24:23 +0000 UTC,-23.5593646,-46.6632126,0.48,7.83,BRL
458,UberX,COMPLETED,2018-08-25 22:12:23 +0000 UTC,2018-08-25 22:16:52 +0000 UTC,-23.5594412,-46.6632118,2018-08-25 22:24:08 +0000 UTC,-23.5542748,-46.6561255,0.76,7.89,BRL
458,UberX,COMPLETED,2018-08-25 21:40:46 +0000 UTC,2018-08-25 21:44:59 +0000 UTC,-23.5036668,-46.6370041,2018-08-25 22:09:01 +0000 UTC,-23.5592926,-46.6631932,5.26,21.43,BRL
458,Pool,CANCELED,2018-08-14 11:19:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,1970-01-01 00:00:00 +0000 UTC,,,0,0,BRL
458,UberX,COMPLETED,2018-08-05 03:02:26 +0000 UTC,2018-08-05 03:08:07 +0000 UTC,-23.6322262,-46.7228288,2018-08-05 03:35:37 +0000 UTC,-23.5593606,-46.6631198,9.99,34.69,BRL
458,UberX,COMPLETED,2018-08-04 20:36:37 +0000 UTC,2018-08-04 20:40:59 +0000 UTC,-23.5593238,-46.6630541,2018-08-04 20:54:00 +0000 UTC,-23.5716401,-46.6882496,2.37,12.1,BRL
458,UberX,COMPLETED,2018-08-04 19:12:54 +0000 UTC,2018-08-04 19:17:42 +0000 UTC,-23.50358047,-46.6370046,2018-08-04 19:39:39 +0000 UTC,-23.56023173,-46.66414962,4.32,18.89,BRL
458,Pool: MATCHED,COMPLETED,2018-08-04 13:46:36 +0000 UTC,2018-08-04 13:51:31 +0000 UTC,-23.5594133,-46.6631883,2018-08-04 14:54:49 +0000 UTC,-23.5033043,-46.636905,12.99,20.84,BRL
458,UberX,CANCELED,2018-08-01 21:06:41 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.6047826,-46.5561827,1970-01-01 00:00:00 +0000 UTC,-23.6045413,-46.5559679,0,0,BRL
458,Pool,CANCELED,2018-08-01 11:45:26 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.49250069,-46.64540682,1970-01-01 00:00:00 +0000 UTC,-23.49250069,-46.64540682,0,0,BRL
458,Pool,CANCELED,2018-08-01 11:40:34 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,1970-01-01 00:00:00 +0000 UTC,,,0,0,BRL
458,Pool,CANCELED,2018-08-01 11:37:57 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,1970-01-01 00:00:00 +0000 UTC,,,0,0,BRL
458,Pool,COMPLETED,2018-07-30 11:20:34 +0000 UTC,2018-07-30 11:26:11 +0000 UTC,-23.5036936,-46.6371921,2018-07-30 12:16:51 +0000 UTC,-23.6113175,-46.5708262,12.02,37.97,BRL
458,UberX,COMPLETED,2018-07-28 23:27:06 +0000 UTC,2018-07-28 23:28:17 +0000 UTC,-23.5036402,-46.6370183,2018-07-28 23:48:32 +0000 UTC,-23.5593419,-46.6632209,5.23,21.61,BRL
458,UberX,COMPLETED,2018-07-28 12:11:47 +0000 UTC,2018-07-28 12:15:16 +0000 UTC,-23.5593524,-46.6631694,2018-07-28 12:19:04 +0000 UTC,-23.5619878,-46.6582328,0.59,7.85,BRL
458,Pool: MATCHED,COMPLETED,2018-07-23 11:26:52 +0000 UTC,2018-07-23 11:33:59 +0000 UTC,-23.5035695,-46.6370912,2018-07-23 12:26:48 +0000 UTC,-23.6116444,-46.5705324,12.17,35.41,BRL
458,UberX,COMPLETED,2018-07-21 01:26:52 +0000 UTC,2018-07-21 01:30:13 +0000 UTC,-23.6195186,-46.5603333,2018-07-21 02:12:58 +0000 UTC,-23.5589855,-46.6632146,11.29,32.08,BRL
458,Pool: MATCHED,COMPLETED,2018-07-20 11:55:50 +0000 UTC,2018-07-20 12:01:55 +0000 UTC,-23.50369409,-46.63550127,2018-07-20 12:51:31 +0000 UTC,-23.61134745,-46.57079129,10.18,27.04,BRL
458,UberX,COMPLETED,2018-07-19 01:12:39 +0000 UTC,2018-07-19 01:14:57 +0000 UTC,-23.5593349,-46.6631844,2018-07-19 01:37:07 +0000 UTC,-23.5036425,-46.6371866,5.92,25.3,BRL
458,Pool,DRIVER_CANCELED,2018-07-18 11:43:55 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.5031827,-46.6370732,1970-01-01 00:00:00 +0000 UTC,-23.5032252,-46.6371095,0,4,BRL
458,Pool: MATCHED,COMPLETED,2018-07-17 11:52:28 +0000 UTC,2018-07-17 11:55:28 +0000 UTC,-23.5036036,-46.6370739,2018-07-17 12:52:40 +0000 UTC,-23.6105865,-46.570705,16.15,35.73,BRL
458,UberX,COMPLETED,2018-07-17 00:37:02 +0000 UTC,2018-07-17 00:42:51 +0000 UTC,-23.5592363,-46.6632172,2018-07-17 01:01:31 +0000 UTC,-23.5036788,-46.637129,5.91,22.97,BRL
458,UberX,COMPLETED,2018-07-15 21:17:37 +0000 UTC,2018-07-15 21:19:34 +0000 UTC,-23.5023854,-46.6250207,2018-07-15 21:23:45 +0000 UTC,-23.5037043,-46.6327645,0.94,7.96,BRL
458,UberX,COMPLETED,2018-07-14 11:33:06 +0000 UTC,2018-07-14 11:37:34 +0000 UTC,-23.5035999,-46.6370959,2018-07-14 12:00:39 +0000 UTC,-23.5621533,-46.6578083,5.85,23.28,BRL
458,UberX,COMPLETED,2018-07-13 14:59:24 +0000 UTC,2018-07-13 15:00:25 +0000 UTC,-23.6114031,-46.570754,2018-07-13 15:05:51 +0000 UTC,-23.6190601,-46.5656531,0.77,6.1,BRL
458,UberX,COMPLETED,2018-07-13 10:29:07 +0000 UTC,2018-07-13 10:33:12 +0000 UTC,-23.5689867,-46.6610817,2018-07-13 11:04:06 +0000 UTC,-23.611265,-46.57126,8.45,33.36,BRL
458,UberX,DRIVER_CANCELED,2018-07-13 10:27:57 +0000 UTC,2018-07-13 10:28:19 +0000 UTC,-23.564253,-46.6581552,1970-01-01 00:00:00 +0000 UTC,-23.5642753,-46.6581409,0,0,BRL
